index,question,options,gold,explanation,pred_noexp,prob_noexp,pred_exp,prob_exp,is_correct_noexp,is_correct_exp,sufficiency,usefulness,probs_noexp,probs_exp
55,کدام نتیجه بهتر توسط حلقه رشد درخت که بسیار باریک‌تر از سایر حلقه‌های رشد است، حمایت می‌شود؟,"['محصولات در آن سال به خوبی رشد کردند.', 'یک سال به طور غیرمعمولی خشک بود.', 'درخت در زمان بسیار گذشته\u200cای کاشته شده است.', 'این منطقه قبلاً درختان بیشتری داشته است.']",B,حلقه‌های رشد درخت شرایط محیطی هر سال را نشان می‌دهند. حلقه باریک‌تر معمولاً به معنای شرایط نامساعد، مانند خشکی غیرمعمول در آن سال است که منجر به کاهش رشد درخت می‌شود.,A,0.6207834482192993,B,0.9760991930961609,False,True,True,True,[0.62078345 0.29323733 0.03502221 0.05095701],[0.0180181  0.9760992  0.00294137 0.00294137]
56,کدام گزاره یک مشاهده است؟,"['گیاه دارای گل است.', 'گیاه بسیار زیبا است.', 'گیاه توت خواهد رویید.', 'گیاه ممکن است سمی باشد.']",A,گزینه A یک مشاهده است زیرا به ویژگی عینی و قابل مشاهده گیاه، یعنی وجود گل‌ها، اشاره دارد. گزینه‌های دیگر شامل قضاوت‌های شخصی یا پیش‌بینی‌هایی هستند که قابل مشاهده نیستند.,A,0.5532095432281494,A,0.9942219853401184,True,True,True,True,[0.55320954 0.03120995 0.380215   0.0353655 ],[0.994222   0.00313977 0.00148312 0.00115506]
57,یک دانشمند در تلاش برای مدلسازی علت سال‌های سیاره‌ای از چه چیزی استفاده می‌کند؟,"['جرم سیاره', 'رنگ سیاره', 'دما درون هسته یک سیاره', 'فاصله یک سیاره از خورشید']",D,یک دانشمند برای مدل‌سازی سال‌های سیاره‌ای باید فاصله سیاره از خورشید را در نظر بگیرد، زیرا این فاصله مستقیماً بر مدت گردش سیاره تأثیر می‌گذارد. سیارات دورتر از خورشید سال‌های طولانی‌تری دارند، بنابراین فاصله از خورشید عامل اصلی تعیین‌کننده طول سال سیاره‌ای است.,A,0.6405825614929199,D,0.9458675384521484,False,True,True,True,[0.64058256 0.01518322 0.16070423 0.18352999],[5.3675782e-02 4.3625076e-04 2.0403719e-05 9.4586754e-01]
58,کدامیک از این موارد به احتمال زیاد کیفیت هوا را در شهرهای بزرگ تگزاس بهبود می‌بخشد؟,"['محدود کردن تعداد خودروها در جاده\u200cها', 'استفاده از بخاری\u200cهای چوبی برای گرمایش خانه', 'الزام خودروهای بزرگ به استفاده از سوخت دیزل', 'نگهداری فیلترها در ساختمان\u200cهای بزرگ']",A,محدود کردن تعداد خودروها در جاده‌ها به کاهش ترافیک و آلودگی کمک می‌کند. این امر باعث کاهش انتشار گازهای گلخانه‌ای و ذرات معلق می‌شود و در نتیجه کیفیت هوا و سلامت عمومی را بهبود می‌بخشد.,A,0.9872543215751648,A,0.9997723698616028,True,True,True,True,[9.8725432e-01 8.5581224e-03 6.1994826e-04 3.5675562e-03],[9.9977237e-01 1.7794844e-04 1.4606897e-05 3.5040124e-05]
59,کدام اصطلاح بهترین توصیف کننده چرخه زندگی حشره‌ای است که به مرحله بالغ می‌رسد بدون اینکه در مرحله پیوپای باشد؟,"['دگردیسی ناقص', 'دگردیسی کامل', 'تناوب نسل\u200cها', 'جهش خود به خودی']",A,چرخه زندگی حشرات با دگردیسی ناقص به این صورت است که حشره بدون طی کردن مرحله پیوپ، مستقیماً از تخم به نوزاد (نیمه‌بالغ) و سپس به بزرگسال تبدیل می‌شود. این روند نشان‌دهنده عدم وجود مرحله پیوپ است.,A,0.5212407112121582,A,0.9722563028335571,True,True,True,True,[0.5212407  0.4599933  0.00308733 0.01567874],[9.7225630e-01 2.5708120e-02 1.7321996e-04 1.8622901e-03]
60,در کدام گروه طبقه‌بندی، جاندارانی یافت می‌شوند که ویژگی ذخیره ماده‌ ژنتیکی را در یک حلقه‌ واحد از DNA به اشتراک می‌گذارند؟,"['الف) باکتری\u200cها', 'ب) قارچ\u200cها', 'ج) گیاهان', 'د) جانوران']",A,باکتری‌ها تنها جاندارانی هستند که ماده ژنتیکی خود را در یک حلقه واحد از DNA ذخیره می‌کنند. این ویژگی به آنها امکان تکثیر سریع و سازگاری با محیط‌های مختلف را می‌دهد. در مقابل، قارچ‌ها، گیاهان و جانوران دارای DNA خطی و پیچیده‌تری هستند.,A,0.618709921836853,A,0.9971555471420288,True,True,True,True,[0.6187099  0.2008657  0.02398999 0.15643437],[9.9715555e-01 1.9476539e-03 4.4837539e-04 4.4837539e-04]
61,فرانکلین می‌خواهد بداند که چقدر سریع مسافت‌های مختلف را می‌دود. او از یک کرنومتر برای اندازه‌گیری زمان لازم برای اتمام یک مسابقه ۵۰ متری، ۱۰۰ متری و ۲۰۰ متری استفاده می‌کند. چگونه می‌تواند سرعت خود را برای هر مسابقه محاسبه کند؟,"['مسافت\u200cها و زمان\u200cها را جمع کند.', 'مسافت\u200cها را بر زمان\u200cها تقسیم کند.', 'مسافت\u200cها را در زمان\u200cها ضرب کند.', 'مسافت\u200cها را از زمان\u200cها کم کند.']",B,فرانکلین می‌تواند سرعت خود را با تقسیم مسافت‌ها بر زمان‌های مربوطه محاسبه کند. این فرمول به او اجازه می‌دهد تا سرعت را به دست آورد که واحد آن متر بر ثانیه است و روشی استاندارد برای محاسبه سرعت محسوب می‌شود.,B,0.9879938364028931,B,0.984420120716095,True,True,True,False,[1.1115847e-02 9.8799384e-01 1.7967094e-04 7.1061234e-04],[0.01164123 0.9844201  0.00178524 0.00215341]
62,برخی از حیوانات بسیار نادر هستند. به عنوان مثال، تعداد بسیار کمی از ببرهای سیبری وجود دارد. اگر تنها ببرهای سیبری باقی‌مانده مؤنث باشند، چه اتفاقی احتمالاً خواهد افتاد؟,"['الف) مؤنث\u200cها یک نوع حیوان نر دیگر را برای جفت\u200cگیری پیدا خواهند کرد و ببرهای سیبری بیشتری تولید خواهند کرد.', 'ب) مؤنث\u200cها با یکدیگر جفت\u200cگیری خواهند کرد و ببرهای سیبری بیشتری تولید خواهند کرد.', 'ج) مؤنث\u200cها تنها قادر به تولید ببرهای سیبری مؤنث خواهند بود.', 'د) مؤنث\u200cها قادر به تولید ببرهای سیبری بیشتری نخواهند بود و منقرض خواهند شد.']",D,اگر تنها ببرهای سیبری مؤنث باقی بمانند، نمی‌توانند با یکدیگر جفت‌گیری کنند و تولید مثل کنند. بنابراین، به دلیل عدم وجود ببرهای نر، نسل آن‌ها از بین خواهد رفت و این گونه به تدریج منقرض می‌شود.,C,0.7512277960777283,D,0.5501235723495483,False,True,True,True,[0.11565541 0.01746136 0.7512278  0.11565541],[0.17859897 0.01141745 0.25985998 0.5501236 ]
63,کدام یک از موارد زیر نمونه‌ای از آب مایع است؟,"['زمستان', 'یخ', 'باران', 'بخار']",C,باران نمونه‌ای از آب مایع است که به زمین می‌بارد. یخ حالت جامد و بخار آب حالت گازی است، بنابراین باران تنها گزینه‌ای است که آب را در حالت مایع نشان می‌دهد.,C,0.9177006483078003,C,0.9967852830886841,True,True,True,True,[0.07518248 0.00553197 0.91770065 0.00158493],[2.8438545e-03 2.9974006e-04 9.9678528e-01 7.1194510e-05]
64,باران اسیدی pH زیر ۵.۶ دارد. این باران می‌تواند به خاک، دریاچه‌ها، محصولات کشاورزی و ساختمان‌ها آسیب برساند. باران اسیدی به‌جز موارد زیر ناشی از چیست؟,"['انتشارات صنعتی از کارخانه\u200cها.', 'زغالی که برای تولید گرما و انرژی سوزانده می\u200cشود.', 'گازهای خروجی خودروها.', 'مراکز تولید برق هسته\u200cای که تابش تولید می\u200cکنند.']",D,باران اسیدی به دلیل وجود دی‌اکسید گوگرد و اکسیدهای نیتروژن در جو ایجاد می‌شود که عمدتاً از فعالیت‌های صنعتی، سوزاندن زغال‌سنگ و اگزوز خودروها ناشی می‌گردد. اما نیروگاه‌های هسته‌ای به‌طور مستقیم در تولید باران اسیدی نقشی ندارند، زیرا فرآیندهای آنها با این نوع آلودگی مرتبط نیست.,A,0.6134499311447144,D,0.8494958281517029,False,True,True,True,[0.61344993 0.3283561  0.03952412 0.01866987],[0.10145781 0.02906815 0.01997823 0.8494958 ]
65,در بیشتر ایام سال، هوای بوستون، ماساچوست، حاوی مقدار زیادی رطوبت است. کدامیک از موارد زیر بهترین توضیح را برای وجود مقدار زیاد رطوبت در هوا ارائه می‌دهد؟,"['A) بوستون نزدیک به یک اقیانوس است.', 'B) بوستون در ارتفاع پایینی قرار دارد.', 'C) بوستون در نزدیکی کوه\u200cهای زیادی قرار دارد.', 'D) بوستون در شمال استوا واقع شده است.']",A,بوستون به اقیانوس اطلس نزدیک است که موجب انتقال رطوبت زیاد از آب دریا به جو می‌شود. این رطوبت به دلیل تأثیرات اقیانوسی و جریان‌های مرطوب در طول سال حفظ می‌گردد.,A,0.6586921811103821,A,0.9834549427032471,True,True,True,True,[0.6586922  0.31053704 0.00827553 0.02249523],[0.98345494 0.00847538 0.00353306 0.00453654]
66,یک ستاره‌شناس در حال بررسی دو ستاره است که هر دو در فاصله یکسانی از زمین قرار دارند. ستاره X روشن‌تر از ستاره Y به نظر می‌رسد. کدام جمله بهترین توضیح را برای این مشاهده ارائه می‌دهد؟,"['ستاره X بزرگتر از ستاره Y است.', 'ستاره Y بزرگتر از ستاره X است.', 'ستاره X نور خورشید را بهتر از ستاره Y بازتاب می\u200cکند.', 'ستاره Y نور خورشید را بهتر از ستاره X بازتاب می\u200cکند.']",A,ستاره X که روشن‌تر از ستاره Y است، احتمالاً بزرگ‌تر است. وقتی دو ستاره در فاصله یکسانی از زمین قرار دارند، درخشش بیشتر معمولاً به دلیل اندازه بزرگ‌تر و تولید نور بیشتر توسط ستاره بزرگ‌تر است.,A,0.43713998794555664,A,0.9879399538040161,True,True,True,True,[0.43714    0.01519366 0.43714    0.1105263 ],[0.98793995 0.00309565 0.00655348 0.00241089]
67,چه سازگاری در اکوسیستم‌های جزر و مدی ضروری است ولی در اکوسیستم‌های مرجانی مورد نیاز نیست؟,"['توانایی زندگی در آب\u200cنمک', 'توانایی استفاده از اکسیژن در تنفس', 'توانایی سازگاری با دوره\u200cهای خشک روزانه', 'توانایی ترکیب با محیط اطراف']",C,در اکوسیستم‌های جزر و مدی، موجودات باید با دوره‌های خشک روزانه سازگار شوند، زیرا در زمان جزر، بخش‌هایی از اکوسیستم از آب خارج می‌شوند. این سازگاری برای بقا در شرایط متغیر ضروری است، اما در اکوسیستم‌های مرجانی، موجودات به طور مداوم زیر آب زندگی می‌کنند و نیازی به این سازگاری ندارند.,C,0.4118437170982361,C,0.9973536729812622,True,True,True,True,[0.32074422 0.13370608 0.41184372 0.13370608],[2.4529537e-03 1.2600205e-04 9.9735367e-01 6.7444038e-05]
68,چرا مناطق وسط یک قاره بزرگ به طور کلی تفاوت‌های دمایی بیشتری نسبت به مناطق نزدیک به سواحل دارند؟,"['به طور کلی در نزدیکی اقیانوس\u200cها ابرهای بیشتری وجود دارد.', 'مناطق محصور در خشکی معمولاً در ارتفاع کمتری نسبت به مناطق ساحلی قرار دارند.', 'خطوط ساحلی معمولاً توسط کوه\u200cها احاطه شده\u200cاند که توده\u200cهای هوایی را مسدود می\u200cکنند.', 'اقیانوس\u200cها به آرامی دما را تغییر می\u200cدهند و دمای زمین\u200cهای نزدیک را تنظیم می\u200cکنند.']",D,اقیانوس‌ها به دلیل حجم زیاد آب، دما را به آرامی تنظیم می‌کنند و بنابراین دماهای نزدیک به سواحل پایدارتر و ملایم‌تر هستند. در مقابل، مناطق داخلی قاره‌ها که از اقیانوس‌ها دورترند، نوسانات دمایی بیشتری را تجربه می‌کنند و دماهای شدیدتری دارند.,B,0.9156438708305359,D,0.8581380248069763,False,True,True,True,[0.03999555 0.9156439  0.03529595 0.00906475],[0.06192096 0.01802003 0.06192096 0.858138  ]
69,دو عنصر در یک گروه در جدول تناوبی عناصر از نظر  شباهت بیشتری در,"['جرم اتمی.', 'تعداد پروتون\u200cها.', 'اندازه اتمی.', 'واکنش\u200cپذیری شیمیایی.']",D,دو عنصر در یک گروه جدول تناوبی به دلیل تعداد مشابه الکترون‌های ظرفیت، رفتار شیمیایی یکسانی دارند. این مشابهت در واکنش‌های شیمیایی و تعاملات آن‌ها با دیگر عناصر مشخص می‌شود، بنابراین گزینه D (واکنش‌پذیری شیمیایی) صحیح است.,B,0.5459582209587097,D,0.9880983233451843,False,True,True,True,[0.15703186 0.5459582  0.00363578 0.29337412],[9.7772628e-03 1.4993919e-03 6.2503945e-04 9.8809832e-01]
70,در چرخه کربن، کربن از یک منبع به منبع دیگر منتقل می‌شود در حالی که فرآیندهای مختلف آلی و غیرآلی در زمین رخ می‌دهد. تنها درصد کمی از کربن جهانی هر سال در این چرخه منتقل می‌شود. کربن باقی‌مانده در این منابع ذخیره می‌شود. کدام منبع حاوی بیشترین مقدار کربن ذخیره‌شده است؟,"['الف) توده زیستی گیاهان', 'ب) جو زمین', 'ج) سوخت\u200cهای فسیلی', 'د) اقیانوس عمیق']",D,در چرخه کربن، اقیانوس‌های عمیق بزرگ‌ترین مخزن کربن هستند. این اقیانوس‌ها به دلیل ظرفیت بالای جذب و ذخیره کربن، مقدار بیشتری از کربن را نسبت به بیومس گیاهی، جو و سوخت‌های فسیلی نگه می‌دارند. به همین دلیل، اقیانوس‌های عمیق به عنوان بزرگ‌ترین منبع کربن شناخته می‌شوند.,C,0.9191721081733704,D,0.9690253138542175,False,True,True,True,[0.06658461 0.00419062 0.9191721  0.01005277],[0.02880836 0.00104934 0.00111702 0.9690253 ]
71,فناوری جدید موتور به خودروها کمک کرده است تا در ازای هر گالن بنزین، کارآیی بیشتری داشته باشند. از آنجایی که بنزین از نفت به دست می‌آید، این فناوری تأثیراتی بر عرضه جهانی نفت خواهد داشت به چه صورت؟,"['افزایش نیاز به جستجوی نفت بیشتر.', 'کاهش زمانی که برای تجدید نفت لازم است.', 'کاهش مقدار نفتی که در زیر زمین وجود دارد.', 'افزایش مدت زمانی که نفت برای استفاده مردم در دسترس خواهد بود.']",D,تکنولوژی جدید موتور با افزایش کارایی مصرف سوخت، نیاز به نفت را کاهش می‌دهد. این کاهش مصرف باعث می‌شود ذخایر نفتی دیرتر تمام شوند و مدت زمان دسترسی به نفت برای استفاده انسان‌ها افزایش یابد.,A,0.7529937028884888,D,0.7211740016937256,False,True,True,True,[0.7529937  0.13034055 0.00164075 0.11502513],[1.3312360e-02 2.6530510e-01 2.0855405e-04 7.2117400e-01]
72,ذرت به طور گسترده‌ای در ایالات متحده برای تولید اتانول جهت استفاده در سوخت خودروها به کار می‌رود. تولید بیش از حد ذرت چگونه می‌تواند به محیط زیست آسیب برساند؟,"['کاهش باروری خاک', 'کاهش حمل و نقل نفت', 'افزایش اثر گلخانه\u200cای', 'افزایش انتشار دی\u200cاکسید کربن']",A,تولید بیش از حد ذرت می‌تواند باعث کاهش باروری خاک شود، زیرا کشت مکرر یک محصول خاص مواد مغذی خاک را کاهش می‌دهد و به فرسایش آن منجر می‌شود. همچنین، استفاده از سموم و کودهای شیمیایی می‌تواند به آلودگی خاک و آب‌های زیرزمینی آسیب بزند و کیفیت محیط زیست را تحت تأثیر قرار دهد.,C,0.9605666995048523,A,0.9597182273864746,False,True,True,True,[0.01560211 0.00113021 0.9605667  0.02270094],[0.9597182  0.0018545  0.0290093  0.00941794]
73,یک شرکت در حال طراحی یک لپ‌تاپ جدید است. این کامپیوتر نباید از وزن خاصی فراتر برود. کدام یک از موارد زیر به احتمال زیاد دلیل وزن محدود برای کامپیوتر است؟,"['برای آسان\u200cتر کردن آزمایش پروتوتایپ', 'برای کاهش هزینه ساخت کامپیوتر', 'برای آسان\u200cتر کردن حمل و نقل کامپیوتر', 'برای کاهش هزینه ساخت پروتوتایپ']",C,محدودیت وزن لپ‌تاپ به منظور تسهیل حمل و نقل است. کاربران به دنبال دستگاه‌های سبک و قابل حمل هستند، بنابراین طراحی لپ‌تاپی با وزن مناسب، تجربه کاربری بهتری ایجاد کرده و آن را برای استفاده روزمره مناسب‌تر می‌کند.,C,0.9870682954788208,C,0.9940409064292908,True,True,True,True,[1.1029778e-02 1.3173190e-03 9.8706830e-01 5.8455678e-04],[5.2571595e-03 6.0856040e-04 9.9404091e-01 9.3325762e-05]
74,قلب، رگ‌های خونی، کلیه‌ها و مثانه که به‌طور مشترک کار می‌کنند، بهتر است به چه صورت توصیف شوند؟,"['الف) یک سلول.', 'ب) یک بافت.', 'ج) یک موجود زنده.', 'د) یک سیستم.']",D,"قلب، رگ‌های خونی، کلیه‌ها و مثانه اجزای مختلفی هستند که به‌طور هماهنگ برای انجام وظایف خاص همکاری می‌کنند. این همکاری برای انجام عملکردهای حیاتی مانند گردش خون و تصفیه مواد زائد نشان‌دهنده وجود یک سیستم پیچیده در بدن است. بنابراین، بهترین توصیف برای این اجزا ""یک سیستم"" است.",D,0.9035840630531311,D,0.9955316781997681,True,True,True,True,[2.1396024e-02 7.4679464e-02 3.4047282e-04 9.0358406e-01],[3.76275717e-03 5.95354591e-04 1.10129535e-04 9.95531678e-01]
75,کدام ویژگی یک ماده معدنی را می‌توان فقط با نگاه کردن به آن تعیین کرد؟,"['درخشش', 'جرم', 'وزن', 'سختی']",A,درخشش ویژگی ظاهری معدنی است که با نگاه کردن به سطح آن قابل تشخیص است. این ویژگی به نوع و کیفیت سطح بستگی دارد و به راحتی قابل مشاهده است. در مقابل، ویژگی‌هایی مانند جرم، وزن و سختی نیاز به آزمایش‌های خاص دارند. بنابراین، درخشش بهترین گزینه برای پاسخ به این سوال است.,A,0.8421715497970581,A,0.9993908405303955,True,True,True,True,[0.84217155 0.07787651 0.00207534 0.07787651],[9.9939084e-01 4.8305743e-04 1.1360422e-05 1.1473620e-04]
76,سلول‌ها واحد بنیادی ساختار و عملکرد در تمامی موجودات زنده هستند. کدام یک از این موارد بزرگ‌ترین تفاوت را بین سلول‌های یک گوریل جوان و سلول‌های یک گوریل بزرگسال توصیف می‌کند؟,"['گوریل بزرگسال سلول\u200cهای بیشتری نسبت به گوریل جوان دارد.', 'گوریل جوان سلول\u200cهای ساده\u200cتری نسبت به بزرگسال دارد.', 'گوریل جوان سلول\u200cهای کوچک\u200cتری نسبت به بزرگسال دارد.', 'گوریل بزرگسال انواع مختلفی از سلول\u200cها را نسبت به گوریل جوان دارد.']",A,سلول‌های نوزاد معمولاً کوچکتر از سلول‌های بزرگسال هستند، زیرا در مراحل رشد و توسعه قرار دارند. این تفاوت اندازه به مراحل مختلف رشد و تکامل موجودات زنده مربوط می‌شود.,B,0.34031471610069275,C,0.9680678248405457,False,False,False,False,[0.23389466 0.34031472 0.16075328 0.26503736],[0.02889254 0.00184704 0.9680678  0.00119254]
77,درختان غول‌پیکر سرخ‌چوب انرژی را از یک فرم به فرم دیگر تغییر می‌دهند. انرژی چگونه توسط این درختان تغییر می‌یابد؟,"['آنها انرژی شیمیایی را به انرژی حرکتی تبدیل می\u200cکنند.', 'آنها انرژی خورشیدی را به انرژی شیمیایی تبدیل می\u200cکنند.', 'آنها انرژی باد را به انرژی حرارتی تبدیل می\u200cکنند.', 'آنها انرژی مکانیکی را به انرژی خورشیدی تبدیل می\u200cکنند.']",B,درختان غول‌پیکر سرخ‌چوب انرژی خورشیدی را از طریق فتوسنتز به انرژی شیمیایی تبدیل می‌کنند. این فرآیند به آنها امکان می‌دهد تا از نور خورشید برای تولید قند و ترکیبات شیمیایی استفاده کنند که منبع انرژی برای رشد و توسعه‌شان است.,A,0.7891841530799866,B,0.9700900316238403,False,True,True,True,[0.78918415 0.19953701 0.00876704 0.0025118 ],[2.9123038e-02 9.7009003e-01 6.4341171e-04 1.4356455e-04]
78,بر اساس مقیاس pH، کدام pH قوی‌ترین اسید است؟,"['۳', '۶', '۹', '۱۲']",A,بر اساس مقیاس pH، هرچه عدد pH کمتر باشد، اسیدی‌تر است. pH برابر 3 نشان‌دهنده یک اسید قوی‌تر از pH های 6، 9 و 12 است. بنابراین، pH 3 قوی‌ترین اسید در این گزینه‌هاست.,D,0.65094393491745,A,0.9996767044067383,False,True,True,True,[3.4842521e-01 3.2525722e-04 3.0555087e-04 6.5094393e-01],[9.9967670e-01 1.0108568e-04 4.4856497e-05 1.7741088e-04]
79,یک تی‌شرت قدیمی می‌تواند به تکه‌های کوچکتر پاره شده و به عنوان دستمال استفاده شود. یک قوطی شیر خالی می‌تواند برای آبیاری گیاهان خانگی استفاده شود. هر دو این‌ها نمونه‌هایی از چگونگی هستند که,"['صرفه\u200cجویی در آب منابع آینده را حفظ می\u200cکند', 'استفاده از مواد قدیمی می\u200cتواند هزینه\u200cبر باشد', 'گیاهان برای سالم ماندن به آب نیاز دارند', 'مواد روزمره می\u200cتوانند دوباره استفاده شوند']",D,این مثال‌ها نشان می‌دهند که چگونه می‌توان از مواد روزمره دوباره استفاده کرد. تی‌شرت قدیمی و قوطی شیر خالی به کاهش زباله و حفظ منابع کمک می‌کنند.,D,0.5600498914718628,D,0.9386667013168335,True,True,True,True,[4.3787441e-01 5.0870836e-04 1.5669321e-03 5.6004989e-01],[6.0477596e-02 5.0713547e-04 3.4854881e-04 9.3866670e-01]
80,یک مکعب یخ که در نور خورشید قرار می‌گیرد به سرعت ذوب می‌شود. کدام گزینه بهترین توضیح برای این رویداد است؟,"['الف) خورشید دور است.', 'ب) خورشید گرما تولید می\u200cکند.', 'ج) مکعب یخ یک جامد است.', 'د) مکعب یخ شفاف به نظر می\u200cرسد.']",B,خورشید انرژی حرارتی تولید می‌کند که دمای یخ را افزایش می‌دهد. وقتی یخ در نور خورشید قرار می‌گیرد، حرارت به آن منتقل شده و باعث ذوب شدنش می‌شود. بنابراین، دلیل اصلی ذوب شدن یخ، گرمای تولید شده توسط خورشید است.,B,0.38013720512390137,B,0.9390997290611267,True,True,True,True,[0.18097244 0.3801372  0.3801372  0.05875315],[0.04126116 0.9390997  0.00920661 0.01043246]
81,"یک خط موی ""نوحه‌خوان"" در انسان‌ها توسط آلیل غالب W کدگذاری می‌شود. یک خط موی صاف توسط آلیل مغلوب w کدگذاری می‌شود. مردی که دارای هوموزیگوت غالب WW است، با زنی که دارای هتروزیگوت غالب Ww برای این صفت است، زایگوتی تولید می‌کند. چه ترکیب‌های آلیلی می‌تواند در زایگوت رخ دهد؟","['WW یا ww', 'WW یا Ww', 'فقط WW', 'فقط Ww']",B,در این سناریو، مرد دارای ژنوتیپ هموزیگوت WW و زن دارای هتروزیگوت Ww است. زایگوت می‌تواند از آلل‌های مرد (W) و آلل‌های زن (W یا w) تشکیل شود. بنابراین، ترکیب‌های ممکن برای زایگوت WW (هر دو W) یا Ww (W از مرد و w از زن) خواهد بود. گزینه صحیح B است.,B,0.964865505695343,B,0.9843531250953674,True,True,True,True,[3.3145104e-02 9.6486551e-01 1.1953991e-04 1.8699188e-03],[1.4234329e-02 9.8435313e-01 5.0253328e-04 9.0997026e-04]
82,کدام یک از این‌ها هرگز در سلول‌های پروکاریوتی پیدا نمی‌شود؟,"['غشای سلولی', 'ریبوزوم', 'دیواره سلولی', 'هسته']",D,سلول‌های پروکاریوتی هسته ندارند، بنابراین گزینه D (هسته) هرگز در این سلول‌ها یافت نمی‌شود. در مقابل، غشای سلولی، ریبوزوم و دیواره سلولی در این نوع سلول‌ها وجود دارند.,A,0.8319233059883118,D,0.9806920289993286,False,True,True,True,[0.8319233  0.04684233 0.06815518 0.0530793 ],[0.01606962 0.00191924 0.00131907 0.980692  ]
83,زمین‌لرزه‌ها به دانشمندان درباره تاریخ سیاره چه می‌گویند؟,"['الف) آب و هوای زمین دائماً در حال تغییر است.', 'ب) قاره\u200cهای زمین به طور مداوم در حال حرکت هستند.', 'ج) دایناسورها حدود ۶۵ میلیون سال پیش منقرض شدند.', 'د) اقیانوس\u200cها امروز بسیار عمیق\u200cتر از میلیون\u200cها سال پیش هستند.']",B,زلزله‌ها به دانشمندان اطلاعاتی درباره حرکت قاره‌ها و فعالیت‌های تکتونیکی می‌دهند. این حرکات نشان‌دهنده تغییرات ساختاری زمین و جابجایی قاره‌ها در طول زمان هستند و به درک بهتر تاریخ زمین کمک می‌کنند.,B,0.9284343123435974,B,0.9794965386390686,True,True,True,True,[0.02179208 0.9284343  0.02798158 0.02179208],[0.01570888 0.97949654 0.00350513 0.00128946]
84,منبع انرژی برای چرخه آب زمین چیست؟,"['باد', 'تابش خورشید', 'تابش زمین', 'گرانش خورشید']",B,منبع انرژی چرخه آب زمین تابش خورشید است. این تابش باعث تبخیر آب از زمین و دریاها می‌شود و بخار آب به ابرها تبدیل می‌گردد که در نهایت منجر به بارش می‌شود. بنابراین، انرژی خورشید نقش اساسی در این فرآیند دارد.,B,0.868808925151825,B,0.9970358610153198,True,True,True,True,[0.10356197 0.8688089  0.01799637 0.00963276],[2.4714048e-03 9.9703586e-01 4.9714272e-05 4.4309848e-04]
85,ستاره‌ها در الگوهای خاصی به نام صورت‌های فلکی سازماندهی شده‌اند. یک صورت فلکی به نام لئو نامیده می‌شود. کدام جمله بهترین توضیح را برای دلیل تغییر موقعیت لئو در مناطق مختلف آسمان در طول سال ارائه می‌دهد؟,"['زمین به دور خورشید می\u200cچرخد.', 'خورشید به دور زمین می\u200cچرخد.', 'صورت\u200cهای فلکی به دور زمین می\u200cچرخند.', 'زمین به دور صورت\u200cهای فلکی می\u200cچرخد.']",A,ستاره‌ها و صورت‌های فلکی مانند لئو به دلیل حرکت زمین در مدار خود به دور خورشید در طول سال در نقاط مختلف آسمان دیده می‌شوند. این حرکت باعث تغییر زاویه دید ما به ستاره‌ها و در نتیجه تغییر موقعیت آن‌ها در آسمان می‌شود. بنابراین، گزینه A که می‌گوید زمین به دور خورشید می‌چرخد، پاسخ صحیح است.,B,0.643619954586029,A,0.9988658428192139,False,True,True,True,[0.16146621 0.64361995 0.14249344 0.0524204 ],[9.9886584e-01 4.5178385e-04 3.3053214e-04 3.5184962e-04]
86,زمانی که یک آینه در کنار یک تنگ ماهی که یک ماهی بتا درون آن شنا می‌کند قرار می‌گیرد، ماهی بتا چیزی را می‌بیند که به نظر می‌رسد یک ماهی دیگر است. این پدیده به دلیل چیست؟,"['جذب.', 'شکست نور.', 'بازتاب.', 'پراش.']",C,این پدیده به دلیل بازتاب نور است. وقتی آینه در کنار تنگ ماهی قرار می‌گیرد، نور از ماهی بتا به آینه برخورد کرده و بازتاب می‌شود، بنابراین ماهی بتا تصویر خود را در آینه می‌بیند و گمان می‌کند ماهی دیگری وجود دارد.,C,0.5449617505073547,C,0.9912870526313782,True,True,True,True,[0.0269209  0.42441663 0.54496175 0.00370072],[5.9872321e-03 2.2025795e-03 9.9128705e-01 5.2315852e-04]
87,کدام فرآیند زمین‌شناسی احتمالاً منجر به بالا آوردن کوه‌های راکی شده است؟,"['یخچال\u200cسازی', 'سیلاب', 'شکستگی', 'فرسایش']",C,پیدایش کوه‌های راکی به دلیل فرآیند گسل‌زنی و فعالیت‌های تکتونیکی است. فشار و تنش ناشی از حرکت صفحات زمین‌ساختی موجب بالا آمدن این کوه‌ها شده است. بنابراین، گسل‌زنی عامل اصلی در شکل‌گیری و بالا آمدن کوه‌های راکی محسوب می‌شود.,A,0.5390146970748901,C,0.8360254168510437,False,True,True,True,[0.5390147  0.02683596 0.01436425 0.41978508],[0.08811643 0.00723304 0.8360254  0.06862514]
