index,question,options,gold,masked_explanation,pred_noexp,prob_noexp,pred_exp,prob_exp,is_correct_noexp,is_correct_exp,sufficiency,usefulness,probs_noexp,probs_exp
624,یک گل می‌تواند به چه چیزی تبدیل شود؟,"['میوه', 'برگ', 'ساقه', 'شاخه']",A,پس از گرده‌افشانی,A,0.971642017364502,A,0.9923526644706726,True,True,True,True,[0.971642   0.00848885 0.00400985 0.01585925],[9.9235266e-01 1.7005265e-03 7.0888497e-04 5.2379905e-03]
625,یک فنجان آب و یک فنجان مشابه بنزین در یک روز گرم آفتابی بر روی میزی نزدیک پنجره قرار داده شدند. چند ساعت بعد مشاهده شد که هر دو فنجان مایع کمتری دارند اما بنزین کمتری نسبت به آب باقی مانده است. این آزمایش چه چیزی را نشان می‌دهد؟,"['همه مایعات تبخیر می\u200cشوند.', 'بنزین داغ\u200cتر از آب می\u200cشود.', 'برخی مایعات سریع\u200cتر از دیگران تبخیر می\u200cشوند.', 'مایعات فقط در زیر نور آفتاب تبخیر می\u200cشوند.']",C,تفاوت در سرعت تبخیر,B,0.5229635238647461,C,0.8990216255187988,False,True,True,True,[0.116234   0.5229635  0.35802594 0.00277661],[3.5407797e-02 6.5124914e-02 8.9902163e-01 4.4571838e-04]
626,پس از بارش سنگین باران، لغزش گل و لای به یک برکه می‌ریزد و گل در آب مخلوط می‌شود. کدام یک از موارد زیر بیشتر احتمال دارد که اتفاق بیفتد؟,"['ماهی\u200cها غذاهای بیشتری خواهند داشت.', 'درختان قادر به دریافت نور بیشتری خواهند بود.', 'راكون\u200cها نخواهند توانست غذا پیدا کنند.', 'گیاهان زیر آب نور کمتری دریافت خواهند کرد.']",D,کدورت آب افزایش می‌یابد,A,0.6498284339904785,C,0.19531773030757904,False,False,False,False,[0.64982843 0.0253942  0.11380892 0.2109684 ],[0.31951848 0.02026718 0.46489665 0.19531773]
627,در کدام فاز ماه یک خورشید گرفتگی می‌تواند رخ دهد؟,"['پر', 'نو', 'ربع', 'هلال']",B,ماه باید بین زمین و خورشید باشد.,D,0.8010634779930115,D,0.08517007529735565,False,False,False,False,[0.12236813 0.05780261 0.01876576 0.8010635 ],[0.15911864 0.08517008 0.12392172 0.63178957]
628,کدام یک از موارد زیر دارای بزرگترین جرم است؟,"['ستاره', 'ماه', 'سیاره', 'کهکشان']",D,بزرگترین ساختار آسمانی,D,0.36680659651756287,D,0.9762163758277893,True,True,True,True,[0.32370567 0.28566927 0.02381843 0.3668066 ],[0.01767172 0.00446811 0.00164373 0.9762164 ]
629,طوفان‌ها آب را به صورت باران جابجا می‌کنند. انرژی که این فرایند را آغاز می‌کند از کجا تأمین می‌شود؟,"['خورشید.', 'دریاها.', 'زمین.', 'ابرها.']",A,"<answer>[MASK]</answer>
<concise_explanation>
انرژی از خورشید می‌آید.",A,0.9897083640098572,A,0.9994919300079346,True,True,True,True,[9.8970836e-01 5.9080548e-03 3.2305476e-04 4.0605422e-03],[9.9949193e-01 4.2926424e-04 5.4574823e-05 2.4217430e-05]
630,در یک جنگل سالم، درختان و شاخه‌های مرده به زمین می‌افتند و تجزیه می‌شوند. کدام یک از این جملات بهترین توصیف را از اهمیت تجزیه برای اکوسیستم جنگل ارائه می‌دهد؟,"['مواد مغذی زمانی که چوب تجزیه می\u200cشود آزاد می\u200cشوند.', 'کرم\u200cها اکسیژنی تولید می\u200cکنند که توسط سایر موجودات استفاده می\u200cشود.', 'درختان مرده مکان\u200cهای لانه\u200cسازی برای بسیاری از گونه\u200cهای مختلف پرندگان فراهم می\u200cکنند.', 'آب در درختان و شاخه\u200cهای مرده ذخیره می\u200cشود.']",A,مواد مغذی از تجزیه چوب آزاد می‌شوند.,A,0.9828994870185852,A,0.9978112578392029,True,True,True,True,[0.9828995  0.01412337 0.00148859 0.00148859],[9.9781126e-01 1.6768085e-03 1.7129678e-04 3.4066429e-04]
631,حیوانات از منابع موجود در محیط برای بقا استفاده می‌کنند. کدام یک از منابع زیر را حیوان برای به دست آوردن انرژی استفاده می‌کند؟,"['هوا', 'غذا', 'پناهگاه', 'آب']",B,انرژی از طریق [MASK],B,0.9690913558006287,B,0.9817870855331421,True,True,True,True,[0.02572473 0.96909136 0.00211161 0.00307238],[0.01411428 0.9817871  0.00230409 0.00179443]
632,کدام یک از موارد زیر نمونه‌ای از تغییر فیزیکی حالت نیست؟,"['جوشاندن', 'هم زدن', 'یخ زدن', 'تبخیر']",B,[MASK] تغییر حالت نیست.,B,0.8613256216049194,B,0.857437014579773,True,True,True,False,[0.06239422 0.8613256  0.04288287 0.03339722],[0.0903732  0.857437   0.02933988 0.02284992]
633,کدام واقعیت دربارهٔ آب نمونه‌ای از یک ویژگی شیمیایی است؟,"['آب هنگام یخ زدن منبسط می\u200cشود.', 'نقطه جوش آب ۱۰۰ درجه سانتی\u200cگراد است.', 'آب می\u200cتواند به هیدروژن و اکسیژن جدا شود.', 'چگالی آب بیشتر از چگالی یخ است.']",C,تغییر در ساختار شیمیایی ماده,C,0.5817921757698059,C,0.6789283752441406,True,True,True,True,[0.19036166 0.03748444 0.5817922  0.19036166],[0.1514894  0.01809283 0.6789284  0.1514894 ]
634,خواص فیزیکی و شیمیایی می‌توانند برای طبقه‌بندی مواد استفاده شوند. کدامیک از این موارد نشان‌دهنده یک خاصیت شیمیایی است؟,"['نقره ذوب می\u200cشود.', 'منیزیم می\u200cسوزد.', 'گوگرد یک جامد زرد است.', 'آلومینیوم گرما را هدایت می\u200cکند.']",B,تغییرات شیمیایی منجر به تولید مواد جدید می‌شود.,B,0.8199557662010193,B,0.9478353261947632,True,True,True,True,[0.16114381 0.81995577 0.0071357  0.01176477],[0.04737464 0.9478353  0.00298161 0.00180844]
635,کدام یک از این موارد، عملکرد اصلی رفلکس استفراغ است؟,"['خالی کردن بدن از مواد زائد', 'طرد کردن غذایی که ارزش تغذیه\u200cای ندارد', 'خالی کردن معده زمانی که غذا در آن زیاد است', 'حذف مواد سمی از معده قبل از اینکه جذب شود']",D,خارج کردن مواد سمی,B,0.36722296476364136,D,0.9041433930397034,False,True,True,True,[0.25238842 0.36722296 0.05631547 0.32407314],[0.07421661 0.0190604  0.00257954 0.9041434 ]
636,آب یخ به چهار فنجان از جنس‌های مختلف ریخته می‌شود. فنجان ساخته شده از کدام ماده پس از یک دقیقه سردترین احساس خواهد شد؟,"['فوم', 'شیشه', 'فلز', 'پلاستیک']",C,[MASK]ات گرما را سریع جذب می‌کنند.,A,0.4744502604007721,B,0.0429207943379879,False,False,False,False,[0.47445026 0.3709484  0.07247564 0.08212566],[0.21796978 0.67666    0.04292079 0.06244938]
637,سوالی: یک دانش‌آموز یک سطل آب را در روز گرم و آفتابی در خارج می‌گذارد. کدام فرآیند به احتمال زیاد برای آب در سطل اتفاق می‌افتد؟,"['الف) ذوب شدن', 'ب) یخ زدن', 'ج) تبخیر', 'د) میعان']",C,گرمای هوا باعث تبخیر می‌شود.,C,0.9077105522155762,C,0.972446084022522,True,True,True,True,[0.03106015 0.03988202 0.90771055 0.02134731],[0.01753484 0.00173618 0.9724461  0.00828287]
638,نقش گیاهان سبز در چرخه کربن دی‌اکسید-اکسیژن چگونه است؟,"['آنها اکسیژن را به خاک اضافه می\u200cکنند.', 'آنها اکسیژن را به هوا آزاد می\u200cکنند.', 'آنها کربن دی\u200cاکسید را در خاک تثبیت می\u200cکنند.', 'آنها کربن دی\u200cاکسید را در ریشه\u200cها ذخیره می\u200cکنند.']",B,آزادسازی اکسیژن,B,0.8002738356590271,B,0.9905863404273987,True,True,True,True,[0.03999923 0.80027384 0.15820003 0.00152689],[8.5368389e-03 9.9058634e-01 5.4574187e-04 3.3100916e-04]
639,کدام ویژگی خاص نشان‌دهنده این است که سنگ آذرین به آرامی سرد می‌شود؟,"['ترکیب معدنی', 'سختی', 'چگالی', 'اندازه بلور']",D,[MASK]ها نشان‌دهنده سرعت سرد شدن است.,A,0.6210406422615051,D,0.6151390671730042,False,True,True,True,[0.62104064 0.10708083 0.01299038 0.25888824],[0.22629702 0.15553151 0.00303238 0.61513907]
640,واحدی که دانشمندان برای اندازه‌گیری فاصله بین ستارگان استفاده می‌کنند چیست؟,"['سال نوری', 'واحد آنگستروم', 'واحد نجومی', 'قدر ظاهری']",A,فاصله‌های بسیار بزرگ ستارگان,A,0.8653368949890137,A,0.9274806380271912,True,True,True,True,[0.8653369  0.07075425 0.00146846 0.06244041],[0.92748064 0.04622166 0.0015571  0.02474067]
641,اگنس فهمید که مغز، نخاع و اعصاب با هم کار می‌کنند. آنها چه چیزی را تشکیل می‌دهند؟,"['یک سلول', 'یک بافت', 'یک اندام', 'یک سیستم']",D,مجموعه‌ای از بخش‌ها که با هم کار می‌کنند تا عملکرد خاصی را انجام دهند، [MASK] را تشکیل می‌دهند.,D,0.9881247282028198,D,0.9946310520172119,True,True,True,True,[7.5444253e-03 4.0382398e-03 2.9252912e-04 9.8812473e-01],[4.5523937e-03 6.5583445e-04 1.6071914e-04 9.9463105e-01]
642,یک کودک یک واگن را در سراشیبی حرکت می‌دهد. در نهایت، واگن متوقف می‌شود. کدام یک بیشتر مسئول توقف واگن است؟,"['جاذبه\u200cای که بر واگن عمل می\u200cکند', 'اصطکاکی که بر واگن عمل می\u200cکند', 'جرم واگن', 'جرم کودک']",B,نیروی اصطکاکی مانع حرکت است,B,0.9331541657447815,B,0.9824979901313782,True,True,True,True,[0.02511176 0.93315417 0.00097369 0.0407604 ],[1.2223735e-02 9.8249799e-01 7.8143721e-04 4.4968608e-03]
643,موش‌ها، خرگوش‌ها، پوم‌ها و سنجاب‌ها همه در یک زیست‌سازوارهٔ گیاهی زندگی می‌کنند. کدام یک از این حیوانات در صورت ادامه کاهش جمعیت سه حیوان دیگر، بیشترین سختی را برای بقا خواهد داشت؟,"['موش', 'سنجاب', 'پوم', 'خرگوش']",C,در بالای زنجیره غذایی قرار دارد و با کاهش جمعیت سایر حیوانات، مشکل تأمین غذا خواهد داشت.,A,0.4309987425804138,B,0.004254649393260479,False,False,False,False,[0.43099874 0.43099874 0.01451932 0.12348321],[0.3006133  0.63639843 0.00425465 0.05873362]
644,مردم آب را به طرق مختلفی استفاده می‌کنند. کدام یک از این فعالیت‌ها باعث هدر رفت آب می‌شود؟,"['پر کردن یک لیوان آب', 'رها کردن شیر آب باز', 'خیساندن سبزیجات در آب برای شستن آنها', 'اضافه کردن لیوان\u200cهای آب طبق دستور ارائه شده']",B,بیهوده باز گذاشتن شیر,B,0.4701979160308838,B,0.5354728102684021,True,True,True,True,[0.22210576 0.47019792 0.15384817 0.15384817],[0.10544085 0.5354728  0.07246836 0.28661796]
645,یکی از ویژگی‌های مایعات این است که دارای یک مقدار مشخص هستند.,"['انعطاف\u200cپذیری', 'دما', 'حجم', 'شکل']",C,[MASK] مشخص است,C,0.9811397194862366,C,0.9568222761154175,True,True,True,False,[0.0139679  0.00275044 0.9811397  0.00214205],[0.02232719 0.01970368 0.9568223  0.00114689]
646,لورا آماده بود تا یک توپ بولینگ را در مسیر هل دهد. او توپ را با دستش به عقب چرخاند. در بالای حرکت عقب، توپ با سرعت 0 متر بر ثانیه (متر/ثانیه) بود. او بازوی خود را به جلو چرخاند تا توپ را در مسیر رها کند. توپ با سرعت 12 متر بر ثانیه از دستش خارج شد. زمان لازم برای چرخاندن توپ به جلو 0.5 ثانیه بود. شتاب متوسط توپ بولینگ در طول حرکت به جلو چقدر بود؟,"['2.4 متر بر ثانیه مربع', '6.0 متر بر ثانیه مربع', '11.5 متر بر ثانیه مربع', '24.0 متر بر ثانیه مربع']",D,تغییر سرعت توپ 12 متر بر ثانیه است و زمان آن 0.5 ثانیه است.,D,0.5730552077293396,A,0.40306031703948975,True,False,False,False,[0.30673435 0.08788086 0.03232956 0.5730552 ],[0.40306032 0.19039221 0.00348716 0.40306032]
647,آقای جنکینز یک مدار شامل یک منبع متغیر، سیم‌ها و یک مقاومت ساخت. برای سه برابر کردن مقدار جریان، چگونه باید ولتاژ منبع را تغییر دهد؟,"['ولتاژ را سه برابر کند', 'ولتاژ را یک\u200cسوم کند', 'ولتاژ را نه برابر کند', 'ولتاژ را یک\u200cنهم کند']",A,ولتاژ باید سه برابر شود,A,0.6185077428817749,A,0.9372904300689697,True,True,True,True,[0.61850774 0.37514392 0.00221333 0.00413504],[9.3729043e-01 5.9685372e-02 6.7348598e-04 2.3506971e-03]
648,پس از آتش‌سوزی جنگل، کدام نوع از موجودات شروع به جانشینی ثانویه خواهند کرد؟,"['درختچه\u200cهای کوچک', 'بلوط\u200cهای بالغ', 'درختان همیشه\u200cسبز', 'گل\u200cهای وحشی']",D,گونه‌های پیشگام با رشد سریع,A,0.679082453250885,A,0.003848801366984844,False,False,False,False,[0.67908245 0.2836371  0.00761796 0.02966249],[0.9417706  0.05313106 0.00124952 0.0038488 ]
649,در گیاهان، سیستم آوند چوبی و آوند آبکشی آب و مواد مغذی را در گیاه برای استفاده و ذخیره‌سازی منتقل می‌کنند. در انسان‌ها، یک سیستم اندامی با کارکرد مشابه عبارت است از,"['سیستم عصبی.', 'سیستم تنفسی.', 'سیستم قلبی-عروقی.', 'سیستم پوششی.']",C,سیستم قلبی-عروقی مواد را منتقل می‌کند.,C,0.5300474166870117,C,0.9652255177497864,True,True,True,True,[4.6776521e-01 1.7002563e-03 5.3004742e-01 4.8713156e-04],[3.3287246e-02 9.8960369e-04 9.6522552e-01 4.9760402e-04]
650,یک دانش آموز ۱۰۰ گرم آب را به جوش می‌آورد تا بخار آب (گاز) تشکیل دهد. دانش آموز باید از چه روشی استفاده کند تا تعیین کند که جرم بخار آب برابر با ۱۰۰ گرم است؟,"['اندازه\u200cگیری مقدار بخار آب (گاز) در هوا', 'جمع\u200cآوری بخار آب (گاز) و خنک کردن آن به حالت مایع', 'وزن کردن لیوان قبل و بعد از جوشاندن آب', 'مقایسه دمای آب در حال جوش با دمای بخار آب (گاز)']",B,جمع‌آوری و مایع‌سازی بخار,B,0.8831207752227783,B,0.6613188982009888,True,True,True,False,[0.07220835 0.8831208  0.03865035 0.00602056],[0.09020174 0.6613189  0.24519375 0.0032856 ]
651,دانشجویی که با دوچرخه در حال حرکت است، مشاهده می‌کند که دوچرخه بر روی یک جاده هموار سریع‌تر حرکت می‌کند تا بر روی یک جاده ناهموار. این امر به این دلیل است که جاده هموار دارای,"['کشش کمتر', 'کشش بیشتر', 'سایش کمتر', 'سایش بیشتر']",C,جاده هموار [MASK]ی دارد.,A,0.30738383531570435,A,0.05183177813887596,False,False,False,False,[0.30738384 0.27126527 0.30738384 0.1139671 ],[0.4956232  0.38599175 0.05183178 0.06655332]
652,در یکی از مراحل چرخه کربن، یک فرد یک مولکول دی‌اکسید کربن (CO2) را به جو انباشته می‌کند. کدام یک از موارد زیر بیشتر احتمال دارد که برای اتم کربن در این مولکول بعداً اتفاق بیفتد؟,"['ممکن است به عنوان بخشی از شکر در یک گیاه استفاده شود.', 'ممکن است به بخشی از پروتئین در یک حیوان تبدیل شود.', 'ممکن است در هنگام سوختن سوخت فسیلی مصرف شود.', 'ممکن است توسط یک باکتری به کربن و اکسیژن تجزیه شود.']",A,احتمال جذب توسط گیاه بیشتر است.,A,0.7976505160331726,A,0.963773250579834,True,True,True,True,[0.7976505  0.02154928 0.15676022 0.02403996],[0.96377325 0.00952261 0.02015936 0.00654479]
653,درجه حرارتی که آب یخ می‌زند، اجازه می‌دهد آب در کدام دو شکل بر روی زمین وجود داشته باشد؟,"['رودخانه\u200cهای آب شیرین و اقیانوس\u200cهای آب شور', 'اقیانوس\u200cهای مایع و یخچال\u200cهای جامد', 'بخار جوی و قطرات ابر', 'آب در خاک و آب در گیاهان']",B,مایع و جامد همزمان,B,0.9417142868041992,B,0.9562374353408813,True,True,True,True,[0.04145693 0.9417143  0.00495132 0.01187761],[0.03284871 0.95623744 0.00646829 0.00444559]
654,سوال: یک والد و یک کودک چند ویژگی مشترک دارند. هر دو فرد قدبلند، موهای فرفری، آشپزهای خوبی هستند و لکه‌های کک و مک روی پوستشان دارند. کدامیک از این ویژگی‌ها یک رفتار آموخته شده است؟,"['A) قد بلند بودن', 'B) موهای فرفری داشتن', 'C) آشپز خوب بودن', 'D) لکه\u200cهای کک و مک داشتن']",C,آموزش و تجربه,B,0.4433034062385559,B,0.2478998601436615,False,False,False,False,[0.04709029 0.4433034  0.34524503 0.16436128],[0.05488348 0.59468085 0.24789986 0.10253584]
655,گازهای نجیب، هلیوم، نئون، آرگون، کریپتون، زنون و رادون، به ندرت با عناصر دیگر واکنش نشان می دهند زیرا آنها,"['گازهایی با چگالی کم هستند.', 'در زمین فراوان نیستند.', 'سطوح انرژی خارجی کامل دارند.', 'دو الکترون در سطح انرژی خارجی خود دارند.']",C,لایه انرژی خارجی کامل دارند.,A,0.6594839096069336,C,0.9881956577301025,False,True,True,True,[0.6594839  0.11460112 0.07876413 0.14715075],[9.8404922e-03 1.1040726e-03 9.8819566e-01 8.5985259e-04]
656,زمانی که یک قطار با باتری روشن می‌شود، در طول مسیر حرکت می‌کند. بهترین توصیف از نوع انرژی‌های مورد استفاده برای حرکت قطار چیست؟,"['مکانیکی، شیمیایی، الکتریکی', 'الکتریکی، شیمیایی، مکانیکی', 'الکتریکی، مکانیکی، شیمیایی', 'شیمیایی، الکتریکی، مکانیکی']",D,انرژی شیمیایی به الکتریکی تبدیل می‌شود سپس به مکانیکی.,D,0.7173637747764587,D,0.8910830020904541,True,True,True,True,[0.18208785 0.07590551 0.02464291 0.7173638 ],[6.417272e-02 4.410522e-02 6.390345e-04 8.910830e-01]
657,یک دانشمند فسیل یک گیاه دریایی را در سنگ‌های یک بیابان کشف کرد. کشف این فسیل به احتمال زیاد به دانشمند چه چیزی می‌گوید؟,"['فسیل\u200cها در بالای یک کوه شکل گرفته\u200cاند.', 'فسیل\u200cها در طول یک طوفان بارانی شکل گرفته\u200cاند.', 'این منطقه دارای فوران\u200cهای آتشفشانی زیاد بوده است.', 'این منطقه زمانی زیر آب بوده است.']",D,نشان می‌دهد که [MASK],D,0.9741482734680176,D,0.9560959339141846,True,True,True,False,[0.0177033  0.00307637 0.00507208 0.9741483 ],[0.02248522 0.00390735 0.01751151 0.95609593]
658,کدام فهرست ترتیب صحیح مواد را از پایین‌ترین نقطه ذوب تا بالاترین نشان می‌دهد؟,"['اکسیژن، آب، آهن', 'آب، آهن، اکسیژن', 'اکسیژن، آهن، آب', 'آهن، اکسیژن، آب']",A,ترتیب نقطه ذوب‌ها از پایین‌ترین به بالاترین به ترتیب [MASK] است.,C,0.4682951271533966,C,0.21325676143169403,False,False,False,False,[0.36328673 0.04955113 0.46829513 0.11886697],[0.21325676 0.01983597 0.7414373  0.02546989]
659,کرم‌های خاک به طور تصادفی در سطح خاک حرکت می‌کنند. کرم‌های خاک چگونه احتمالاً بر سطح خاک تأثیر می‌گذارند؟,"['با فشرده\u200cسازی سطح خاک', 'با کاهش باروری سطح خاک', 'با افزودن مواد مغذی به سطح خاک', 'با حذف مواد معدنی از سطح خاک']",C,افزودن مواد مغذی به خاک,A,0.8297913670539856,C,0.9428579211235046,False,True,True,True,[0.82979137 0.12762599 0.0322689  0.01031376],[5.3400591e-02 3.4137857e-03 9.4285792e-01 3.2761105e-04]
660,کدام یک از رویدادها می‌تواند باعث شود که یک سنگ بزرگ در طی زمان به خاک تبدیل شود؟,"['تجزیه', 'زلزله', 'اثر لغزش زمین', 'هوازدگی']",D,فرآیند [MASK] سنگ‌ها در اثر عوامل جوی,A,0.8456927537918091,A,0.046763576567173004,False,False,False,False,[0.84569275 0.01369607 0.12994474 0.01066651],[0.83214843 0.02208955 0.09899849 0.04676358]
661,آلودگی سواحل شامل فاضلاب، ظرف‌های کاغذی و پلاستیکی و روغن قایق ها است. کدام یک از فعالیت‌های ساحلی احتمالاً آلودگی سواحل را افزایش می‌دهد؟,"['تماشای پرندگان', 'جمع آوری صدف\u200cهای دریایی', 'صرف ناهار پیک نیک', 'ساخت قلعه شنی']",C,فعالیت‌های غذایی زباله‌بر افزایش می‌دهد.,B,0.7061494588851929,B,0.17156115174293518,False,False,False,False,[0.09594098 0.70614946 0.07471891 0.12319066],[0.13361196 0.68385935 0.17156115 0.01096754]
662,ساخت یک سد احتمالاً,"['از آلودگی آب جلوگیری می\u200cکند.', 'محل زیست بسیاری از گونه\u200cهای حیوانی را نابود می\u200cکند.', 'به ماهی\u200cها اجازه می\u200cدهد به راحتی در جهت بالا به طرف رودخانه شنا کنند.', 'باعث می\u200cشود مردم آب بیشتری مصرف کنند.']",B,زیستگاه حیوانات را نابود می‌کند,A,0.7134043574333191,B,0.8604157567024231,False,True,True,True,[0.71340436 0.05147736 0.23251498 0.00260327],[0.13246547 0.86041576 0.00582013 0.00129865]
663,یک دانش‌آموز آب و مواد شوینده را به یک فنجان خاک اضافه می‌کند. مخلوط هم زده شده و اجازه داده می‌شود تا ته نشین شود. دانش‌آموز متوجه می‌شود که ذرات سیلت مدت طولانی‌تری در حالت معلق باقی می‌مانند در حالی که سایر ذرات در پایین ظرف لایه‌لایه می‌شوند. توضیح محتمل‌تر این است که ذرات سیلت,"['آلی هستند.', 'در حال حل شدن هستند.', 'کم\u200cچگال\u200cتر هستند.', 'سریع\u200cتر حرکت می\u200cکنند.']",C,کم چگالی ذرات سیلت,A,0.5481591820716858,C,0.9013311862945557,False,True,True,True,[0.5481592  0.2016565  0.17657633 0.07360797],[0.09426031 0.0032762  0.9013312  0.00113223]
664,دانش‌آموزان در حال طراحی بادبادک‌هایی هستند تا کشف کنند کدام نوع بادبادک بالاتر پرواز می‌کند. مهم‌ترین نکته‌ای که باید در طراحی بادبادکی برای پرواز بالا مدنظر قرار گیرد چیست؟,"['طول نخ', 'مساحت سطح', 'مواد استفاده شده', 'زمان روز']",B,[MASK] بیشتر,A,0.847271740436554,A,0.14662949740886688,False,False,False,False,[0.84727174 0.14766574 0.00112744 0.00393516],[0.847097   0.1466295  0.00184579 0.00442783]
665,چهار دانش‌آموز تأثیر نیروی چوب بیسبال بر روی توپ را مورد بررسی قرار می‌دهند. آنها چهار نقطه متفاوت را که هر یک از توپ‌ها پس از هر ضربه توسط هر یک از چهار دانش‌آموز با چوب تماس گرفت، علامت‌گذاری کرده‌اند. کدام یک از موارد زیر یک خطا در طراحی آزمایش را توصیف می‌کند؟,"['عدم انجام آزمایش\u200cهای کافی', 'توجه نکردن به چرخش توپ', 'استفاده نکردن از توپ\u200cهایی با جرم\u200cهای متفاوت', 'عدم تعریف یک متغیر قابل آزمایش']",D,نادیده گرفتن چرخش توپ خطا است.,C,0.35832756757736206,B,0.005145179107785225,False,False,False,False,[0.11633193 0.2462747  0.35832757 0.2790658 ],[0.02034958 0.970969   0.00353623 0.00514518]
666,یک دانش آموز در حال تماشای گزارشی از وضعیت آب و هوا در تلویزیون محلی برای گلوتستر، ماساچوست است. کدامیک از موارد زیر به احتمال زیاد در این گزارش آب و هوا گنجانده شده است؟,"['سرعت جزر و مد در یک رودخانه', 'مقدار رطوبت در هوا', 'عمق جزر و مد در اقیانوس', 'سطح رطوبت در زمین']",B,رطوبت هوا یک پارامتر مهم در پیش‌بینی وضعیت آب و هواست.,B,0.6590816378593445,B,0.9942988157272339,True,True,True,True,[0.2747461  0.65908164 0.05410071 0.0120715 ],[4.6225386e-03 9.9429882e-01 4.7222202e-04 6.0634513e-04]
667,برخی از مصارف آب به صورت مصرفی است. به جای بازگشت به منبع خود، آب از مخازن تبخیر می‌شود یا از محصولات کشاورزی متصاعد می‌شود. این نوع مصرف چگونه بر آب‌کره تأثیر می‌گذارد؟,"['با کاهش کل مقدار آب در زمین', 'با تغییر مسیرهای آب در سیستم زمین', 'با جابجا کردن آب به مراحل مختلف در چرخه آب', 'با تأثیر بر اقلیم به گونه\u200cای که چرخه آب را تغییر دهد']",C,آب را به مرحله دیگری منتقل می‌کند.,A,0.3857846260070801,C,0.9277893304824829,False,True,True,True,[0.38578463 0.38578463 0.20649564 0.02193518],[5.2547153e-02 1.9331018e-02 9.2778933e-01 3.3260853e-04]
668,سلول‌های خورشیدی انرژی را از خورشید جذب می‌کنند. برای استفاده از این انرژی جهت تأمین برق وسایل خانگی، سلول‌های خورشیدی باید انرژی جذب‌شده را به,"['حرارت تبدیل کنند.', 'نور تبدیل کنند.', 'تابش تبدیل کنند.', 'برق تبدیل کنند.']",D,انرژی را به برق تبدیل می‌کنند.,D,0.9391850233078003,D,0.8955641388893127,True,True,True,False,[4.7034051e-02 1.3266563e-02 5.1440054e-04 9.3918502e-01],[7.3225781e-02 3.0525049e-02 6.8500615e-04 8.9556414e-01]
669,غشای سلولی هر سلول انسانی را احاطه می‌کند. این غشاء از سلول محافظت می‌کند و اطلاعاتی درباره محیط سلول به اندامک‌های درون سلول منتقل می‌سازد. کدام سیستم ارگانیک در بدن انسان عملکرد مشابهی دارد؟,"['سیستم درون\u200cریز', 'سیستم اسکلتی', 'سیستم پوششی', 'سیستم لنفاوی']",C,حفاظت و انتقال اطلاعات.,D,0.5519924759864807,C,0.6069875359535217,False,True,True,True,[0.29546028 0.01298162 0.13956556 0.5519925 ],[0.06447779 0.00363759 0.60698754 0.32489702]
670,کدام نوع فعالیت احتمالاً در نقشه آب و هوا گنجانده می‌شود؟,"['ماهواره', 'زلزله', 'آتش\u200cفشانی', 'طوفان\u200c حاره\u200cای']",D,رویدادهای جوی قابل پیش‌بینی,A,0.7678050398826599,B,0.2858720123767853,False,False,False,False,[0.76780504 0.05561961 0.0052549  0.17132047],[0.09280906 0.60519105 0.01612779 0.285872  ]
671,درختان سیب می‌توانند سال‌های زیادی زندگی کنند، اما گیاهان لوبیا معمولاً فقط چند ماه زندگی می‌کنند. این جمله پیشنهاد می‌کند که,"['گیاهان مختلف طول عمرهای متفاوتی دارند', 'گیاهان به گیاهان دیگر وابسته\u200cاند', 'گیاهان تولید نسل\u200cهای زیادی می\u200cکنند', 'تغییرات فصلی به رشد گیاهان کمک می\u200cکند']",A,گیاهان طول عمر متفاوت دارند,A,0.9994459748268127,A,0.9994230270385742,True,True,True,False,[9.9944597e-01 1.5945989e-04 9.6717296e-05 2.9791027e-04],[9.9942303e-01 4.2423393e-04 8.3536608e-05 6.9254282e-05]
672,حرکت یک توده هوای بر روی سطح زمین باعث می‌شود,"['فعالیت زلزله', 'تغییرات آب و هوای محلی', 'گرمایش جهانی', 'سکونت اکولوژیکی']",B,[MASK],C,0.6409289240837097,A,0.4169139862060547,False,False,False,False,[0.08707979 0.26822463 0.6409289  0.0037667 ],[0.47242543 0.416914   0.10541236 0.00524817]
673,آب، آلومینیوم، درختان چوب سرخ و قرقاول دره چه ویژگی مشترکی دارند؟,"['همه آنها عناصر خالص هستند.', 'همه آنها از سلول\u200cها تشکیل شده\u200cاند.', 'همه آنها موجودات زنده هستند.', 'همه آنها از اتم\u200cها ساخته شده\u200cاند.']",D,همه از اتم‌ها ساخته شده‌اند.,D,0.8461031913757324,D,0.7298550605773926,True,True,True,False,[0.10105262 0.04773388 0.00511034 0.8461032 ],[2.6849869e-01 1.5965515e-03 4.9742077e-05 7.2985506e-01]
674,کدام یک از ساختارهای زیر در سلول‌های حیوانی وجود ندارد؟,"['غشای سلولی', 'دیوار سلولی', 'میتوکندری', 'هسته']",B,دیواره سلولی وجود ندارد,B,0.7270366549491882,B,0.9621055722236633,True,True,True,True,[0.12584747 0.72703665 0.0360559  0.11106001],[0.02905307 0.9621056  0.00387095 0.00497039]
